lista;item;Proyecto;item_exp;cond;bias;nombre_rol;errores;rt_determinante;rt_nombre;rt_verbo1;rt_pronombre;rt_verbo2;q_words;q_words_SN_Pron;respeta_verbo_verbo;respeta_sust_sust;oracion;palabra_0;palabra_1;palabra_2;palabra_3;palabra_4;palabra_5;palabra_6;palabra_7;palabra_8;palabra_9;palabra_10;palabra_11;palabra_12;palabra_13;palabra_14;part;ID;edad;id_genero;nacionalidad;residencia;lengua;educacion;lentes;mail;tiempo_total
D;64;todos;gender16;g_fem;fem;pedeagogo;no;1174;1214;855;847;1112;13;5;no;no;"Le portinaie svolgono solertemente il loro lavoro; tutte puliscono con attenzione le scale.";1174;1214;855;1424;631;1140;799;847;1112;1686;776;810;875;;;52;52;28;F;Italiana;xxx;italiano;Dottorato (completo);sì;xxx;716812
D;108;Bologna;gender60;g_fem;masc;diputado;no;749;864;999;996;2972;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";749;864;999;792;681;747;1407;2051;996;2972;976;1159;907;1351.0;;52;52;28;F;Italiana;xxx;italiano;Dottorato (completo);sì;xxx;716812
D;52;todos;gender4;g_fem;fem;astrólogo;no;786;1000;1041;796;1253;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";786;1000;1041;842;1060;972;796;1253;948;1329;1199;1357;1050;1018.0;1118.0;52;52;28;F;Italiana;xxx;italiano;Dottorato (completo);sì;xxx;716812
D;84;todos;gender36;g_fem;masc;ingeniero;no;819;3413;1097;964;1181;13;5;no;no;"Le ingegnere predispongono il progetto del tunnel; tutte considerano la resistenza del terreno.";819;3413;1097;1835;801;855;1501;964;1181;1083;885;1772;1290;;;52;52;28;F;Italiana;xxx;italiano;Dottorato (completo);sì;xxx;716812
D;96;Alberta_Bologna;gender48;g_fem;masc;carnicero;no;673;996;949;1320;1351;13;5;si;si;"Le macellaie preparano tagli d' agnello fresco; tutte espongono i nuovi prezzi in vetrina.";673;996;949;1993;683;828;1520;1320;1351;991;972;1458;2009;702.0;;52;52;28;F;Italiana;xxx;italiano;Dottorato (completo);sì;xxx;716812
D;105;Bologna;gender57;g_masc;masc;ministro;no;1780;1350;2100;1109;1454;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";1780;1350;2100;1078;765;886;1276;1109;1454;1547;1395;825;779;1696.0;1064.0;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;61;todos;gender13;g_masc;fem;maestro;no;2654;1034;1546;2116;2774;14;5;si;si;"I maestri comprano dei quaderni a quadretti; tutti preparano il necessario per le lezioni.";2654;1034;1546;1018;1037;1305;1049;2116;2774;868;1186;645;692;703.0;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;68;Alberta_Bologna;gender20;g_fem;fem;dermatólogo;no;1121;1484;1065;1111;1063;13;6;si;si;"Le parrucchiere acconciano i lunghi capelli della cliente; tutte utilizzano costosi prodotti biologici.";1121;1484;1065;839;1607;793;796;900;1111;1063;1892;959;1336;;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;108;Bologna;gender60;g_fem;masc;diputado;no;1005;1303;1817;1139;871;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";1005;1303;1817;1725;959;960;929;1097;1139;871;2235;806;905;944.0;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;81;todos;gender33;g_masc;masc;carpintero;no;1092;1501;1124;1274;1004;13;6;si;si;"Gli architetti progettano strutture innovative per le aziende; tutti rispettano le norme ambientali.";1092;1501;1124;1230;1259;780;915;917;1274;1004;886;854;992;;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;84;todos;gender36;g_fem;masc;ingeniero;no;886;1964;2851;975;1471;13;5;no;no;"Le ingegnere predispongono il progetto del tunnel; tutte considerano la resistenza del terreno.";886;1964;2851;1214;1111;1319;1199;975;1471;796;1486;687;916;;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;64;todos;gender16;g_fem;fem;pedeagogo;no;903;1334;1062;1126;1485;13;5;no;no;"Le portinaie svolgono solertemente il loro lavoro; tutte puliscono con attenzione le scale.";903;1334;1062;2252;931;600;1018;1126;1485;1246;1274;855;1216;;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;52;todos;gender4;g_fem;fem;astrólogo;no;809;974;1469;1695;1035;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";809;974;1469;1157;1335;1229;1695;1035;734;856;960;1395;931;583.0;872.0;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;57;todos;gender9;g_masc;fem;partero;no;843;1048;1171;1350;1185;13;5;no;no;"Gli ostetrici assistono molte partorienti in ospedale; tutti supportano le madri in travaglio.";843;1048;1171;1290;901;1305;869;1350;1185;780;946;1258;812;;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;89;todos;gender41;g_masc;masc;minero;si;1181;945;947;884;900;14;4;no;no;"I minatori lavorano in condizioni pericolose; tutti chiedono migliori condizioni di lavoro nella miniera.";1181;945;947;807;1697;1216;884;900;1486;914;854;750;3287;1004.0;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
D;96;Alberta_Bologna;gender48;g_fem;masc;carnicero;no;2293;1726;1155;1020;1019;13;5;si;si;"Le macellaie preparano tagli d' agnello fresco; tutte espongono i nuovi prezzi in vetrina.";2293;1726;1155;943;857;1096;1829;1020;1019;1140;871;1904;1472;823.0;;53;53;68;F;IT;xxx;ITALIANO;MATURITA';SI;xxx;713164
A;91;todos;gender43;g_masc;masc;marinero;no;1426;1401;1618;1966;1438;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";1426;1401;1618;1220;1203;1318;1407;1966;1438;1578;1449;1028;1283;;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;59;todos;gender11;g_masc;fem;psicólogo;no;1215;1654;1671;1643;1383;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";1215;1654;1671;1576;980;1289;1643;1383;1100;1381;2062;1369;1354;;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;88;todos;gender40;g_fem;masc;mecánico;no;1105;2177;1377;1850;1876;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";1105;2177;1377;1405;1079;1371;1111;1850;1876;1571;1079;991;1702;975.0;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;78;todos;gender30;g_fem;masc;camionero;no;1299;1589;1353;1635;1655;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";1299;1589;1353;1433;1215;1138;1635;1655;2169;1114;1288;1986;1906;1465.0;1383.0;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;85;todos;gender37;g_masc;masc;bombero;no;1585;1587;1066;1109;1541;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";1585;1587;1066;895;1108;756;986;1043;1109;1541;1918;1407;1507;965.0;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;104;Bologna;gender56;g_fem;masc;plomero;si;978;3022;5756;1554;1534;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";978;3022;5756;4198;1949;1189;2275;1554;1534;2030;1695;1407;2766;1474.0;1199.0;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;54;todos;gender6;g_fem;fem;bibliotecario;no;689;1440;1915;1368;1132;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";689;1440;1915;4038;1475;1241;1357;1368;1132;1265;961;1105;1395;809.0;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;no;1299;2095;1042;1988;2047;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";1299;2095;1042;795;968;1433;1003;1445;1988;2047;2604;1355;1839;;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;49;todos;gender1;g_masc;fem;enfermero;no;1034;1328;1318;1834;1257;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";1034;1328;1318;1133;1190;1177;1259;1368;1557;1834;1257;1584;1206;933.0;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;56;todos;gender8;g_fem;fem;secretario;no;808;980;1001;1576;1612;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";808;980;1001;1309;1491;1261;1576;1612;1037;1089;1919;1924;1722;;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
A;79;todos;gender31;g_masc;masc;herrero;no;1540;1623;1550;1684;1338;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";1540;1623;1550;1389;1390;1244;1466;1684;1338;1106;1116;1463;1168;1252.0;;54;54;70;DONNA;ITALIANA;xxx;ITALIANO;SEGRETARIA D'AZIENDA;SI;xxx;789037
B;86;todos;gender38;g_fem;masc;bombero;no;1141;2955;1469;1080;1334;14;6;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";1141;2955;1469;1199;1050;1471;1395;1140;1080;1334;1801;1184;1156;823.0;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;103;Bologna;gender55;g_masc;masc;plomero;no;1112;1574;1110;1232;1693;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";1112;1574;1110;1245;1200;886;1333;1232;1693;1007;853;1727;5910;1951.0;1918.0;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;53;todos;gender5;g_masc;fem;bibliotecario;no;932;883;1036;1333;1426;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";932;883;1036;1711;990;869;1051;1333;1426;1395;870;900;1201;1935.0;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;50;todos;gender2;g_fem;fem;enfermero;no;1014;2011;1170;944;1321;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";1014;2011;1170;810;1321;868;1200;1021;1156;944;1321;2355;852;1202.0;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;60;todos;gender12;g_fem;fem;psicólogo;no;984;1021;1064;1121;885;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";984;1021;1064;883;1097;1142;1121;885;1756;1380;1095;1453;1096;;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;77;todos;gender29;g_masc;masc;camionero;si;1009;1665;1244;1829;1950;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";1009;1665;1244;1216;794;1171;1829;1950;1034;823;1008;2249;811;853.0;1172.0;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;80;todos;gender32;g_fem;masc;herrero;no;981;870;824;1634;856;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";981;870;824;901;766;1095;884;1634;856;1351;885;885;840;1124.0;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;55;todos;gender7;g_masc;fem;secretario;no;794;661;1080;1155;914;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";794;661;1080;823;1322;945;1155;914;1020;825;1785;885;1064;;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;92;todos;gender44;g_fem;masc;marinero;si;750;854;916;1171;1260;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";750;854;916;1363;1936;1036;1049;1171;1260;2099;1081;1348;1037;;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;87;todos;gender39;g_masc;masc;mecánico;si;766;825;915;1201;854;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";766;825;915;900;764;856;1034;1201;854;811;1590;929;1964;1878.0;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;si;673;1005;1365;1169;1141;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";673;1005;1365;765;914;1874;1037;885;1169;1141;1185;899;1606;;;55;55;69;Maschile;Italiana;xxx;Italiana;Maturità;si;xxx;601745
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;no;596;1012;717;797;1275;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";596;1012;717;662;1137;548;667;818;797;1275;653;1330;1405;;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;53;todos;gender5;g_masc;fem;bibliotecario;no;430;752;1166;767;763;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";430;752;1166;1321;617;752;653;767;763;613;818;887;1176;1434.0;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;77;todos;gender29;g_masc;masc;camionero;no;547;764;995;962;767;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";547;764;995;743;837;792;962;767;1088;746;1126;474;1455;687.0;933.0;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;92;todos;gender44;g_fem;masc;marinero;no;427;1375;732;1948;803;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";427;1375;732;966;808;782;771;1948;803;802;927;518;533;;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;60;todos;gender12;g_fem;fem;psicólogo;no;395;932;861;692;663;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";395;932;861;624;743;722;692;663;762;852;1141;663;847;;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;103;Bologna;gender55;g_masc;masc;plomero;no;470;753;990;740;1250;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";470;753;990;498;737;781;837;740;1250;1125;841;651;1040;956.0;613.0;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;86;todos;gender38;g_fem;masc;bombero;si;940;1933;1276;738;872;14;6;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";940;1933;1276;591;793;843;781;717;738;872;494;1982;1371;852.0;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;50;todos;gender2;g_fem;fem;enfermero;si;470;723;1066;727;1117;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";470;723;1066;748;698;1290;802;1913;1256;727;1117;897;607;827.0;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;87;todos;gender39;g_masc;masc;mecánico;no;604;787;663;762;738;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";604;787;663;787;732;973;745;762;738;738;946;628;822;852.0;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;55;todos;gender7;g_masc;fem;secretario;no;498;851;644;742;1057;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";498;851;644;497;831;823;742;1057;587;703;842;802;697;;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
B;80;todos;gender32;g_fem;masc;herrero;no;483;736;898;862;736;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";483;736;898;731;648;1052;818;862;736;723;590;1218;737;1087.0;;56;56;20;F;ITALIANA;xxx;ITALIANO;LAUREA IN LETTERE MODERNE - IN CORSO;NO;xxx;595315
A;49;todos;gender1;g_masc;fem;enfermero;si;729;850;1419;965;986;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";729;850;1419;927;1713;1273;1136;879;844;965;986;952;937;1203.0;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;si;591;1511;2716;1731;1722;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";591;1511;2716;540;789;657;1069;1990;1731;1722;559;1107;1751;;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;88;todos;gender40;g_fem;masc;mecánico;no;500;2291;854;1218;1185;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";500;2291;854;552;843;1027;1221;1218;1185;624;1276;773;633;591.0;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;59;todos;gender11;g_masc;fem;psicólogo;si;620;803;803;768;1071;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";620;803;803;985;1329;1070;768;1071;965;1289;1535;1086;990;;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;104;Bologna;gender56;g_fem;masc;plomero;si;638;1928;1274;950;1642;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";638;1928;1274;863;1353;1304;1206;950;1642;1865;548;884;919;1024.0;2339.0;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;91;todos;gender43;g_masc;masc;marinero;si;583;3191;1333;1554;1081;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";583;3191;1333;653;1041;1122;1360;1554;1081;1913;1349;773;1312;;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;56;todos;gender8;g_fem;fem;secretario;no;612;903;1012;1025;1123;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";612;903;1012;741;1743;1757;1025;1123;753;1070;536;587;936;;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;85;todos;gender37;g_masc;masc;bombero;si;1971;1457;1269;1927;2002;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";1971;1457;1269;585;412;1110;560;1041;1927;2002;1203;938;1118;1086.0;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;79;todos;gender31;g_masc;masc;herrero;si;2117;768;745;1141;859;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";2117;768;745;999;981;602;530;1141;859;854;672;945;774;2025.0;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;78;todos;gender30;g_fem;masc;camionero;no;571;1095;413;1017;1015;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";571;1095;413;774;1046;833;1017;1015;698;1711;1275;1530;2059;1161.0;981.0;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
A;54;todos;gender6;g_fem;fem;bibliotecario;si;743;1581;1488;1751;1208;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";743;1581;1488;3818;1186;787;1542;1751;1208;743;557;877;754;1025.0;;57;57;23;femmina;italiana;xxx;italiano;laurea magistrale in corso;si;xxx;1031862
B;80;todos;gender32;g_fem;masc;herrero;no;861;3556;1049;1306;1156;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";861;3556;1049;1006;1170;979;954;1306;1156;888;812;797;916;871.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;86;todos;gender38;g_fem;masc;bombero;si;679;988;2083;789;2907;14;6;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";679;988;2083;898;1251;892;789;905;789;2907;1219;1311;1017;958.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;53;todos;gender5;g_masc;fem;bibliotecario;no;843;698;688;1145;1034;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";843;698;688;1071;705;940;682;1145;1034;816;833;969;813;876.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;50;todos;gender2;g_fem;fem;enfermero;no;554;1204;707;892;760;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";554;1204;707;835;695;723;957;883;1156;892;760;747;931;1017.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;103;Bologna;gender55;g_masc;masc;plomero;no;650;811;670;1066;873;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";650;811;670;1457;1245;991;1274;1066;873;899;700;932;1336;862.0;795.0;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;55;todos;gender7;g_masc;fem;secretario;no;718;1009;1434;871;831;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";718;1009;1434;872;691;776;871;831;807;820;873;766;1036;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;87;todos;gender39;g_masc;masc;mecánico;no;635;1134;977;764;846;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";635;1134;977;748;1216;1102;589;764;846;756;1021;941;676;584.0;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;77;todos;gender29;g_masc;masc;camionero;no;710;1164;1028;800;946;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";710;1164;1028;679;876;995;800;946;1091;621;1060;1652;1324;709.0;1280.0;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;60;todos;gender12;g_fem;fem;psicólogo;no;581;964;1919;724;747;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";581;964;1919;1104;603;854;724;747;1135;834;831;926;912;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;no;657;816;760;808;822;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";657;816;760;567;713;603;578;674;808;822;862;877;856;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
B;92;todos;gender44;g_fem;masc;marinero;no;573;1575;826;1663;980;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";573;1575;826;839;1175;1236;1387;1663;980;1314;818;1028;920;;;58;58;32;femmina;italiana;xxx;italiano;laurea magistrale;no;xxx;608477
C;67;Alberta_Bologna;gender19;g_masc;fem;dermatólogo;no;546;767;1051;800;833;13;6;si;si;"I parrucchieri acconciano i lunghi capelli della cliente; tutti utilizzano costosi prodotti biologici.";546;767;1051;547;1813;683;1425;710;800;833;992;633;1159;;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;107;Bologna;gender59;g_masc;masc;diputado;no;536;675;867;659;1025;14;6;no;no;"I deputati presentano un nuovo decreto sui trasporti; tutti sperano in una approvazione unanime.";536;675;867;1242;1076;827;948;759;659;1025;575;532;803;750.0;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;63;todos;gender15;g_masc;fem;pedeagogo;no;524;552;833;1049;876;13;5;no;no;"I portinai svolgono solertemente il loro lavoro; tutti puliscono con attenzione le scale.";524;552;833;1943;654;596;676;1049;876;683;976;1009;724;;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;82;todos;gender34;g_fem;masc;carpintero;no;482;694;616;928;842;13;6;si;si;"Le architette progettano strutture innovative per le aziende; tutte rispettano le norme ambientali.";482;694;616;892;844;1174;866;641;928;842;783;708;1034;;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;83;todos;gender35;g_masc;masc;ingeniero;si;496;809;1417;813;733;13;5;no;no;"Gli ingegneri predispongono il progetto del tunnel; tutti considerano la resistenza del terreno.";496;809;1417;651;733;884;1455;813;733;758;593;840;869;;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;95;Alberta_Bologna;gender47;g_masc;masc;carnicero;si;432;694;716;993;750;13;5;si;si;"I macellai preparano tagli d' agnello fresco; tutti espongono i nuovi prezzi in vetrina.";432;694;716;1534;1251;1148;1893;993;750;776;1228;1165;607;559.0;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;51;todos;gender3;g_masc;fem;astrólogo;no;496;776;708;751;590;14;4;si;si;"Gli astrologi analizzano le carte astrali; tutti formulano la loro predizione per l' anno futuro.";496;776;708;891;701;675;751;590;551;909;633;593;908;593.0;892.0;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;58;todos;gender10;g_fem;fem;partero;no;436;610;858;874;534;13;4;no;no;"Le ostetriche assistono molte partorienti in ospedale; tutte supportano le madri in travaglio.";436;610;858;950;751;834;1042;874;534;735;958;1108;692;;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
C;62;todos;gender14;g_fem;fem;maestro;si;418;900;701;1536;683;14;5;si;si;"Le maestre comprano dei quaderni a quadretti; tutte preparano il necessario per le lezioni.";418;900;701;1392;742;1008;1458;1536;683;709;933;893;507;1067.0;;59;59;21;femmina;italiana;xxx;italiano;laurea triennale in corso;no;xxx;657709
